job_name,submit_time,task_name,instance_num,task_duration,plan_cpu,plan_mem,plan_gpu,gpu_type,communicate_count,communicate_size,decline,preq,children,qualified
google_39516997747,699,instance_39516997747_946,1,9,500,7,160,MISC,3,452,79,,,
google_287956086513,904,instance_287956086513_16965,1,21,500,7,170,MISC,6,483,45,,,
google_157857385389,678,instance_157857385389_2426,1,10,700,18,70,MISC,3,575,60,,,
google_14423004927,850,instance_14423004927_1319,1,19,500,7,80,MISC,1,205,36,,,
google_36195154546,854,instance_36195154546_6644,1,15,500,7,70,MISC,0,188,6,,,
google_348547152567,463,instance_348547152567_1067,1,9,600,7,180,MISC,2,232,8,,,
google_739764446035,105,instance_739764446035_831,1,9,500,15,130,MISC,1,145,71,,,
google_348547147297,507,instance_348547147297_1321,1,14,600,7,70,MISC,1,40,22,,,
google_221495463014,65,instance_221495463014_1850,1,20,600,7,50,MISC,4,324,19,,,
google_122697038507,835,instance_122697038507_1191,1,14,500,7,170,MISC,4,173,46,,,
google_795842128488,294,instance_795842128488_783,1,17,500,7,110,MISC,4,610,81,,,
google_14423004927,850,instance_14423004927_969,1,21,500,7,170,MISC,2,734,57,,,
google_17995776132,491,instance_17995776132_1898,1,9,1200,13,110,MISC,1,19,15,,,
google_203515498032,1087,instance_203515498032_401,1,12,500,7,120,MISC,5,944,31,,,
google_313707419076,669,instance_313707419076_99,1,13,900,8,60,MISC,3,439,13,,,
google_18434789838,31,instance_18434789838_4002,1,8,500,7,150,MISC,2,377,30,,,
google_795458820165,549,instance_795458820165_1197,1,16,500,7,190,MISC,1,204,23,,,
google_411913985234,1088,instance_411913985234_547,1,8,500,8,40,MISC,0,183,80,,,
google_240053269538,1072,instance_240053269538_1688,1,14,500,7,40,MISC,2,815,54,,,
google_308411613220,199,instance_308411613220_8479,1,11,500,7,80,MISC,2,157,32,,,
google_260697606809,882,instance_260697606809_1806,1,17,500,7,90,MISC,1,95,10,,,
google_744360342241,277,instance_744360342241_1,1,11,500,7,90,MISC,0,293,23,,,
google_156608140145,298,instance_156608140145_1000,1,12,500,7,120,MISC,4,601,15,,,
google_376746270534,293,instance_376746270534_378,1,7,500,7,40,MISC,0,680,25,,,
google_374675984600,15,instance_374675984600_24,1,16,500,7,190,MISC,1,114,74,,,
google_326995662958,1066,instance_326995662958_5496,1,10,500,7,140,MISC,0,179,45,,,
google_710255342622,423,instance_710255342622_7195,1,12,500,7,100,MISC,1,95,88,,,
google_236368116431,903,instance_236368116431_33136,1,17,500,7,160,MISC,3,449,93,,,
google_294470514509,577,instance_294470514509_397,1,11,900,8,60,MISC,1,100,18,,,
google_7340988555,874,instance_7340988555_995,1,8,600,12,120,MISC,1,158,15,,,
google_116646838687,983,instance_116646838687_17,1,8,500,8,170,MISC,0,77,17,,,
google_662247507966,962,instance_662247507966_739,1,12,500,7,160,MISC,1,186,27,,,
google_157857385389,678,instance_157857385389_2138,1,9,600,18,120,MISC,1,136,62,,,
google_368969043652,1011,instance_368969043652_1798,1,9,500,8,100,MISC,3,248,37,,,
google_455759122797,39,instance_455759122797_1514,1,8,500,8,80,MISC,2,118,51,,,
google_755686677250,621,instance_755686677250_11057,1,10,500,7,40,MISC,4,1121,96,,,
google_11501329772,244,instance_11501329772_1967,1,11,500,7,70,MISC,1,36,16,,,
google_499904674658,1049,instance_499904674658_2150,1,11,500,7,180,MISC,1,134,62,,,
google_116646838687,983,instance_116646838687_17,1,12,500,8,80,MISC,1,336,28,,,
google_25911621841,672,instance_25911621841_4046,1,12,500,7,200,MISC,1,112,68,,,
google_454520770906,51,instance_454520770906_1686,1,9,600,7,180,MISC,2,138,51,,,
google_755686677250,621,instance_755686677250_10385,1,18,500,7,110,MISC,1,212,56,,,
google_261561505318,171,instance_261561505318_556,1,11,600,7,130,MISC,2,273,16,,,
google_709781615299,1097,instance_709781615299_82,1,16,500,7,170,MISC,1,62,31,,,
google_93247928673,427,instance_93247928673_17871,1,12,500,8,40,MISC,4,289,12,,,
google_274424793977,629,instance_274424793977_1673,1,9,500,7,130,MISC,5,4441,12,,,
google_77793008192,1145,instance_77793008192_2184,1,15,500,7,80,MISC,1,377,50,,,
google_358931119334,646,instance_358931119334_2136,1,7,500,7,180,MISC,1,112,69,,,
google_374675839188,6,instance_374675839188_364,1,21,500,8,140,MISC,1,85,40,,,
google_455072692024,459,instance_455072692024_2189,1,12,600,7,160,MISC,1,120,23,,,
google_288497456405,1094,instance_288497456405_4481,1,6,500,7,40,MISC,1,108,17,,,
google_784488673642,576,instance_784488673642_6541,1,10,500,8,80,MISC,0,40,50,,,
google_212549666260,225,instance_212549666260_3481,1,14,500,10,90,MISC,4,235,92,,,
google_357676537228,547,instance_357676537228_1148,1,6,600,7,40,MISC,1,105,9,,,
google_212549590434,48,instance_212549590434_1685,1,8,500,7,200,MISC,1,44,75,,,
google_12983065531,165,instance_12983065531_906,1,19,800,7,140,MISC,3,943,52,,,
google_800300742894,704,instance_800300742894_5997,1,9,500,7,150,MISC,2,358,42,,,
google_234110008128,669,instance_234110008128_10767,1,7,500,7,50,MISC,0,56,80,,,
google_357875318157,652,instance_357875318157_10690,1,6,500,7,120,MISC,2,305,92,,,
google_737254182852,107,instance_737254182852_1469,1,13,500,7,130,MISC,2,1459,11,,,
google_332929855732,73,instance_332929855732_72,1,12,700,8,160,MISC,1,70,41,,,
google_157857385389,678,instance_157857385389_1814,1,13,700,18,170,MISC,2,908,24,,,
google_815322757780,860,instance_815322757780_27467,1,20,500,7,100,MISC,3,315,51,,,
google_382938982043,440,instance_382938982043_886,1,6,500,7,180,MISC,2,139,88,,,
google_796037227562,361,instance_796037227562_6210,1,8,500,7,160,MISC,0,28,80,,,
google_77793016507,994,instance_77793016507_2809,1,8,500,7,140,MISC,1,53,36,,,
google_10507389885,305,instance_10507389885_825,1,10,900,11,180,MISC,3,1202,15,,,
google_260725669813,10,instance_260725669813_112,1,7,500,7,200,MISC,1,123,18,,,
google_457356859499,100,instance_457356859499_2099,1,10,500,8,110,MISC,1,77,77,,,
google_796037227562,361,instance_796037227562_2122,1,16,500,7,110,MISC,4,169,59,,,
google_735991340813,59,instance_735991340813_578,1,7,600,7,170,MISC,0,68,15,,,
google_348547149798,553,instance_348547149798_553,1,19,600,7,70,MISC,2,184,13,,,
google_243079487263,1098,instance_243079487263_1211,1,19,500,7,100,MISC,0,337,43,,,
google_25911621841,492,instance_25911621841_4355,1,11,500,7,130,MISC,3,296,35,,,
google_382097962345,361,instance_382097962345_597,1,17,500,7,70,MISC,3,151,20,,,
google_793077145663,408,instance_793077145663_5954,1,14,500,8,70,MISC,2,397,14,,,
google_757993223888,742,instance_757993223888_392,1,9,500,8,80,MISC,1,69,25,,,
google_276842727140,269,instance_276842727140_830,1,12,600,7,80,MISC,3,148,8,,,
google_288497456405,1094,instance_288497456405_3169,1,6,500,7,190,MISC,2,207,18,,,
google_823800290622,1061,instance_823800290622_1249,1,11,500,26,150,MISC,0,87,49,,,
google_755686677250,621,instance_755686677250_10899,1,16,500,7,120,MISC,1,48,80,,,
google_374675839188,56,instance_374675839188_2258,1,12,500,8,200,MISC,0,90,49,,,
google_240053269538,1072,instance_240053269538_71824,1,10,500,7,150,MISC,2,328,29,,,
google_230863557562,677,instance_230863557562_156,1,13,600,9,130,MISC,3,371,94,,,
google_456055651873,41,instance_456055651873_65,1,21,500,8,130,MISC,4,434,59,,,
google_786792589327,583,instance_786792589327_2140,1,6,500,7,120,MISC,2,250,16,,,
google_494453304607,602,instance_494453304607_8278,1,9,500,7,110,MISC,1,78,85,,,
google_5028906234,744,instance_5028906234_124,1,7,600,9,180,MISC,2,222,22,,,
google_710255342622,912,instance_710255342622_8579,1,20,500,7,50,MISC,1,316,92,,,
google_22134187777,212,instance_22134187777_112,1,12,500,8,140,MISC,0,44,14,,,
google_128073966478,49,instance_128073966478_3900,1,7,500,7,120,MISC,1,74,28,,,
google_116646838687,983,instance_116646838687_17,1,13,500,8,70,MISC,3,167,39,,,
google_128073972032,1102,instance_128073972032_449,1,11,500,7,180,MISC,1,173,95,,,
google_325505197957,1039,instance_325505197957_765,1,5,500,7,100,MISC,0,54,89,,,
google_322066611026,631,instance_322066611026_893,1,17,600,7,40,MISC,1,114,30,,,
google_122697038507,835,instance_122697038507_4788,1,14,500,7,140,MISC,1,696,35,,,
google_348556660535,474,instance_348556660535_4161,1,4,500,7,140,MISC,4,628,51,,,
google_287116228277,704,instance_287116228277_792,1,20,700,7,120,MISC,5,257,52,,,
google_128073966478,49,instance_128073966478_34,1,7,500,7,110,MISC,1,51,87,,,
google_116646838687,983,instance_116646838687_17,1,3,500,8,140,MISC,3,506,26,,,
google_137614413984,554,instance_137614413984_857,1,10,600,8,40,MISC,2,114,15,,,
google_235153428057,794,instance_235153428057_68,1,7,600,9,140,MISC,0,211,60,,,
google_260725669813,10,instance_260725669813_176,1,12,500,7,160,MISC,1,54,23,,,
google_357875317546,672,instance_357875317546_24264,1,9,500,7,90,MISC,4,655,69,,,
google_287956133539,814,instance_287956133539_3567,1,7,500,7,140,MISC,1,190,44,,,
google_14423004927,850,instance_14423004927_1021,1,22,500,7,140,MISC,4,125,25,,,
google_285748470971,701,instance_285748470971_58,1,9,500,7,70,MISC,3,1052,86,,,
google_755686677250,621,instance_755686677250_4732,1,10,500,7,90,MISC,1,40,42,,,
google_282155526518,388,instance_282155526518_3408,1,9,500,7,180,MISC,6,1120,95,,,
google_308136397922,92,instance_308136397922_817,1,17,700,7,140,MISC,1,136,96,,,
google_755686677250,621,instance_755686677250_10052,1,8,500,7,200,MISC,2,218,86,,,
google_798929584346,1095,instance_798929584346_2285,1,7,500,7,120,MISC,1,38,8,,,
google_322847600665,965,instance_322847600665_352,1,18,900,8,160,MISC,1,65,21,,,
google_497914629584,871,instance_497914629584_2305,1,7,500,7,70,MISC,1,526,52,,,
google_71429569,224,instance_71429569_723,1,17,1000,12,160,MISC,2,221,7,,,
google_260725669813,10,instance_260725669813_118,1,12,500,7,140,MISC,3,328,11,,,
google_735991340813,294,instance_735991340813_202,1,16,600,7,70,MISC,0,64,19,,,
google_384650875475,822,instance_384650875475_524,1,6,500,8,40,MISC,0,123,31,,,
google_368969043652,1011,instance_368969043652_2182,1,21,500,8,200,MISC,2,502,64,,,
google_384650875475,822,instance_384650875475_351,1,9,500,7,120,MISC,0,204,34,,,
google_800300765883,718,instance_800300765883_1622,1,5,500,7,120,MISC,0,257,58,,,
google_773853706952,867,instance_773853706952_7333,1,15,600,8,80,MISC,1,59,47,,,
google_35027606340,169,instance_35027606340_1902,1,7,700,7,120,MISC,2,65,19,,,
google_27732971224,513,instance_27732971224_1,1,9,500,7,60,MISC,0,83,9,,,
google_783306677680,241,instance_783306677680_413,1,12,500,7,130,MISC,1,124,14,,,
google_500459624427,1055,instance_500459624427_2440,1,6,500,7,70,MISC,1,166,34,,,
google_498162499561,920,instance_498162499561_269,1,8,700,8,200,MISC,0,209,60,,,
google_14423004927,850,instance_14423004927_736,1,11,500,7,160,MISC,3,262,83,,,
google_20983438470,1026,instance_20983438470_56,1,10,1200,8,110,MISC,2,412,12,,,
google_495154485825,814,instance_495154485825_1772,1,12,600,8,190,MISC,1,80,65,,,
google_755686677250,621,instance_755686677250_11373,1,14,500,7,180,MISC,2,381,92,,,
google_236368116431,966,instance_236368116431_10713,1,9,500,7,80,MISC,2,276,39,,,
google_359796409847,778,instance_359796409847_200,1,10,600,8,200,MISC,2,223,33,,,
google_299950282965,187,instance_299950282965_2590,1,8,500,7,40,MISC,2,160,70,,,
google_277469535958,245,instance_277469535958_145,1,9,500,7,150,MISC,2,205,20,,,
google_116646838687,983,instance_116646838687_17,1,5,500,8,130,MISC,1,359,22,,,
google_294470514509,577,instance_294470514509_4,1,12,900,8,40,MISC,1,275,21,,,
google_128073966478,49,instance_128073966478_2884,1,7,500,7,90,MISC,1,276,76,,,
google_493754673413,824,instance_493754673413_1157,1,14,600,7,200,MISC,2,102,6,,,
google_36195154546,854,instance_36195154546_5588,1,5,600,7,80,MISC,1,116,6,,,
google_10121672,203,instance_10121672_314,1,6,500,7,140,MISC,1,58,12,,,
google_453266172150,31,instance_453266172150_305,1,8,600,8,80,MISC,1,132,50,,,
google_128073966478,184,instance_128073966478_2802,1,10,500,7,40,MISC,1,39,89,,,
google_376746270534,293,instance_376746270534_445,1,14,500,7,110,MISC,2,208,18,,,
google_299950282965,34,instance_299950282965_2427,1,14,500,7,50,MISC,1,119,78,,,
google_784488673642,576,instance_784488673642_15287,1,21,500,8,100,MISC,3,217,49,,,
google_278143657170,769,instance_278143657170_1869,1,9,600,7,180,MISC,0,38,13,,,
google_747887118119,324,instance_747887118119_275,1,5,500,7,200,MISC,2,191,70,,,
google_795842128488,294,instance_795842128488_33,1,17,500,7,140,MISC,3,1688,77,,,
google_128073966478,49,instance_128073966478_2884,1,14,500,7,180,MISC,1,116,65,,,
google_157857385389,678,instance_157857385389_125,1,6,600,18,90,MISC,3,414,43,,,
google_56150543601,942,instance_56150543601_11514,1,6,500,7,90,MISC,2,119,96,,,
google_212549590434,48,instance_212549590434_3985,1,11,500,9,130,MISC,1,85,78,,,
google_157857385389,678,instance_157857385389_2217,1,9,600,18,190,MISC,1,142,70,,,
google_795842128488,294,instance_795842128488_1675,1,12,500,7,170,MISC,2,252,64,,,
google_742309193032,141,instance_742309193032_2706,1,8,600,7,60,MISC,0,54,29,,,
google_234109952177,787,instance_234109952177_2309,1,20,500,7,90,MISC,1,146,50,,,
google_323371584661,837,instance_323371584661_2156,1,11,500,7,150,MISC,4,79,64,,,
google_244222242720,277,instance_244222242720_675,1,15,500,7,130,MISC,2,107,74,,,
google_25911627449,225,instance_25911627449_1565,1,7,500,7,140,MISC,4,483,68,,,
google_222010262787,281,instance_222010262787_4073,1,13,500,7,120,MISC,3,233,73,,,
google_6776392008,612,instance_6776392008_378,1,17,400,8,140,MISC,4,921,19,,,
google_755686677250,621,instance_755686677250_4425,1,5,500,7,80,MISC,2,389,37,,,
google_784488673642,576,instance_784488673642_5990,1,12,500,8,180,MISC,1,151,28,,,
google_368969043652,1011,instance_368969043652_2931,1,8,500,8,180,MISC,1,121,48,,,
google_260725669813,10,instance_260725669813_1065,1,11,500,7,90,MISC,2,237,18,,,
google_774720011087,142,instance_774720011087_888,1,16,500,7,130,MISC,0,138,10,,,
google_457357241199,98,instance_457357241199_1604,1,14,500,7,50,MISC,1,214,50,,,
google_300836006795,72,instance_300836006795_344,1,15,600,7,140,MISC,2,235,11,,,
google_275444626052,147,instance_275444626052_9691,1,8,500,7,140,MISC,1,120,41,,,
google_299950285958,195,instance_299950285958_1560,1,16,700,9,90,MISC,1,174,44,,,
google_260725669813,10,instance_260725669813_176,1,13,500,7,100,MISC,3,1307,20,,,
google_755686677250,621,instance_755686677250_3403,1,6,500,7,180,MISC,0,73,83,,,
google_128073966478,49,instance_128073966478_2432,1,17,500,7,190,MISC,0,112,87,,,
google_239426558902,1024,instance_239426558902_5943,1,5,600,7,100,MISC,1,138,67,,,
google_379491243491,194,instance_379491243491_4392,1,5,500,7,60,MISC,1,36,37,,,
google_18744880423,510,instance_18744880423_288,1,17,500,7,70,MISC,4,1158,15,,,
google_275444626052,147,instance_275444626052_1933,1,4,500,7,90,MISC,1,177,36,,,
google_348020181306,1093,instance_348020181306_5,1,6,400,8,60,MISC,3,184,44,,,
google_781395587588,74,instance_781395587588_1450,1,4,500,7,160,MISC,0,182,23,,,
google_260725669813,10,instance_260725669813_176,1,18,500,7,120,MISC,1,64,16,,,
google_755686677250,621,instance_755686677250_2931,1,5,500,7,100,MISC,1,91,66,,,
google_128073966478,184,instance_128073966478_987,1,9,500,7,190,MISC,2,76,85,,,
google_357875357734,766,instance_357875357734_8671,1,8,500,7,130,MISC,2,175,39,,,
google_395838482036,884,instance_395838482036_382,1,9,500,7,170,MISC,0,453,77,,,
google_487300140443,526,instance_487300140443_2068,1,9,500,8,100,MISC,4,628,47,,,
google_382938982043,440,instance_382938982043_596,1,18,500,7,90,MISC,3,723,73,,,
google_380756887859,251,instance_380756887859_464,1,15,500,8,120,MISC,3,285,69,,,
google_784488673642,576,instance_784488673642_7900,1,18,500,8,40,MISC,1,136,38,,,
google_383128227073,457,instance_383128227073_1214,1,14,500,7,50,MISC,3,205,94,,,
google_755686677250,621,instance_755686677250_823,1,9,500,7,180,MISC,1,150,24,,,
google_297538685293,1108,instance_297538685293_559,1,7,600,7,90,MISC,4,664,20,,,
google_374675853022,217,instance_374675853022_4064,1,11,500,7,180,MISC,0,42,74,,,
google_710255342622,423,instance_710255342622_8327,1,9,500,7,40,MISC,1,55,81,,,
google_122697038507,835,instance_122697038507_1191,1,13,500,7,170,MISC,1,142,23,,,
google_294470514509,577,instance_294470514509_249,1,5,900,8,200,MISC,2,253,24,,,
google_261379492804,604,instance_261379492804_301,1,14,500,7,130,MISC,2,438,19,,,
google_77793008192,1145,instance_77793008192_3,1,9,500,7,140,MISC,1,141,35,,,
google_455230211482,32,instance_455230211482_648,1,11,500,8,60,MISC,0,84,61,,,
google_798929580910,535,instance_798929580910_122,1,21,500,7,190,MISC,0,168,19,,,
google_22134187777,212,instance_22134187777_60,1,8,500,8,110,MISC,2,347,6,,,
google_234657249319,628,instance_234657249319_389,1,7,500,7,180,MISC,3,723,54,,,
google_39516992187,36,instance_39516992187_11125,1,8,500,7,60,MISC,0,228,42,,,
google_784956094732,315,instance_784956094732_675,1,9,500,7,170,MISC,2,827,14,,,
google_20866460087,818,instance_20866460087_158,1,12,800,8,200,MISC,2,61,82,,,
google_39516997747,783,instance_39516997747_463,1,21,500,7,130,MISC,6,967,93,,,
google_330587204926,633,instance_330587204926_1537,1,17,600,7,40,MISC,3,551,19,,,
google_783306677680,241,instance_783306677680_1456,1,14,500,7,200,MISC,1,159,22,,,
google_309029973873,135,instance_309029973873_270,1,14,600,7,150,MISC,1,142,37,,,
google_160232493655,408,instance_160232493655_1189,1,8,500,7,180,MISC,2,280,55,,,
google_308136397922,92,instance_308136397922_511,1,19,700,7,120,MISC,3,468,36,,,
google_462263079888,444,instance_462263079888_19375,1,12,500,7,140,MISC,6,595,90,,,
google_755686677250,621,instance_755686677250_7597,1,7,500,7,90,MISC,0,150,45,,,
google_96110849886,720,instance_96110849886_6319,1,20,500,7,110,MISC,2,562,13,,,
google_321921588635,618,instance_321921588635_185,1,11,800,9,190,MISC,1,164,63,,,
google_494775292777,627,instance_494775292777_252,1,7,500,8,130,MISC,1,110,69,,,
google_236368116431,903,instance_236368116431_54557,1,15,500,7,40,MISC,1,294,46,,,
google_11646884283,789,instance_11646884283_106,1,8,1200,8,90,MISC,0,516,10,,,
google_260725669813,10,instance_260725669813_1065,1,7,500,7,100,MISC,3,259,22,,,
google_276842727140,109,instance_276842727140_430,1,8,600,7,80,MISC,1,221,13,,,
google_795465068189,286,instance_795465068189_107,1,12,500,7,200,MISC,3,418,32,,,
google_823800290622,1061,instance_823800290622_2787,1,9,500,26,160,MISC,1,200,66,,,
google_35039732574,755,instance_35039732574_740,1,5,400,7,50,MISC,0,120,42,,,
google_383117225578,455,instance_383117225578_75,1,10,500,7,150,MISC,2,447,37,,,
google_96110849886,2,instance_96110849886_586,1,8,2000,8,170,MISC,2,234,26,,,
google_280753884534,205,instance_280753884534_228,1,11,500,11,200,MISC,0,53,67,,,
google_755686677250,621,instance_755686677250_3976,1,11,500,7,60,MISC,1,79,46,,,
google_5682490768,79,instance_5682490768_483,1,6,900,11,80,MISC,0,217,11,,,
google_796037227562,361,instance_796037227562_2587,1,8,500,7,180,MISC,1,441,70,,,
google_737327470532,469,instance_737327470532_14890,1,8,500,8,190,MISC,2,113,74,,,
google_313765053659,481,instance_313765053659_137,1,11,600,7,170,MISC,3,118,9,,,
google_494989765009,645,instance_494989765009_458,1,16,500,8,160,MISC,2,258,80,,,
google_380756887859,251,instance_380756887859_212,1,8,500,8,110,MISC,3,315,93,,,
google_346556401280,303,instance_346556401280_15187,1,7,700,8,40,MISC,0,409,25,,,
google_453266172150,31,instance_453266172150_166,1,3,600,8,90,MISC,2,310,35,,,
google_287779392821,757,instance_287779392821_197,1,13,500,10,180,MISC,4,1206,60,,,
google_260725669813,10,instance_260725669813_148,1,9,500,7,200,MISC,0,189,23,,,
google_35039732574,100,instance_35039732574_1850,1,13,400,7,150,MISC,2,269,17,,,
google_287116228277,704,instance_287116228277_570,1,14,700,7,190,MISC,4,613,42,,,
google_236368116431,903,instance_236368116431_19528,1,5,500,7,110,MISC,1,389,91,,,
google_276842727140,269,instance_276842727140_32,1,10,600,7,180,MISC,0,76,6,,,
google_137614413984,554,instance_137614413984_2524,1,21,600,8,120,MISC,3,538,7,,,
google_374675969272,182,instance_374675969272_3582,1,8,500,7,160,MISC,0,123,73,,,
google_739764446035,105,instance_739764446035_973,1,11,500,15,170,MISC,2,400,60,,,
google_260725669813,10,instance_260725669813_721,1,12,500,7,150,MISC,2,157,7,,,
google_300836006795,72,instance_300836006795_393,1,8,600,7,100,MISC,2,431,12,,,
google_36376034819,889,instance_36376034819_1275,1,15,400,7,90,MISC,3,254,48,,,
google_796037227562,361,instance_796037227562_14521,1,4,500,7,120,MISC,1,118,48,,,
google_738552572930,609,instance_738552572930_676,1,8,500,7,140,MISC,2,113,11,,,
google_455759122797,39,instance_455759122797_1654,1,12,500,8,60,MISC,1,140,66,,,
google_374675984600,15,instance_374675984600_2176,1,19,500,7,160,MISC,1,141,42,,,
google_282155494980,411,instance_282155494980_6814,1,4,500,7,60,MISC,0,62,43,,,
google_455759122797,39,instance_455759122797_1353,1,12,500,8,100,MISC,0,59,65,,,
google_315268981882,172,instance_315268981882_3063,1,4,500,7,80,MISC,4,1306,18,,,
google_308338410121,163,instance_308338410121_163,1,13,600,9,170,MISC,3,336,66,,,
google_455746863501,73,instance_455746863501_1571,1,10,500,7,200,MISC,1,66,94,,,
google_277469535958,245,instance_277469535958_535,1,10,500,7,160,MISC,1,26,14,,,
google_497733596373,853,instance_497733596373_114,1,21,600,10,80,MISC,1,124,76,,,
google_493754673413,824,instance_493754673413_297,1,14,600,7,160,MISC,1,122,17,,,
google_145249314104,573,instance_145249314104_2756,1,8,700,7,110,MISC,2,252,20,,,
google_710255342622,912,instance_710255342622_10334,1,23,500,7,120,MISC,2,145,79,,,
google_800553398752,764,instance_800553398752_1083,1,8,500,7,60,MISC,0,71,22,,,
google_4470135974,398,instance_4470135974_443,1,14,800,9,190,MISC,1,91,65,,,
google_14423004927,850,instance_14423004927_1348,1,14,500,7,50,MISC,0,68,77,,,
google_4982357443,378,instance_4982357443_55,1,17,500,8,80,MISC,1,116,10,,,
google_382938982043,440,instance_382938982043_1806,1,10,500,7,150,MISC,0,285,55,,,
google_221082228847,148,instance_221082228847_346,1,14,800,7,60,MISC,0,138,65,,,
google_381222468308,295,instance_381222468308_2429,1,13,600,9,70,MISC,3,582,31,,,
google_294544747384,778,instance_294544747384_528,1,10,500,7,180,MISC,3,398,81,,,
google_359454670244,734,instance_359454670244_1551,1,19,500,8,190,MISC,2,446,74,,,
google_457357241199,98,instance_457357241199_4036,1,8,500,7,110,MISC,2,450,75,,,
google_455230211482,32,instance_455230211482_1093,1,8,500,8,200,MISC,1,46,95,,,
google_744137209445,10,instance_744137209445_263,1,13,500,7,120,MISC,0,220,36,,,
google_25911621841,672,instance_25911621841_4695,1,7,500,7,130,MISC,2,127,26,,,
google_326995662958,1066,instance_326995662958_50165,1,16,500,7,120,MISC,2,198,87,,,
google_260697606809,882,instance_260697606809_2269,1,9,500,7,100,MISC,2,207,22,,,
google_50681100473,1105,instance_50681100473_169,1,10,500,7,120,MISC,2,51,23,,,
google_212549666260,223,instance_212549666260_2161,1,14,500,8,50,MISC,3,307,85,,,
google_326995662958,1066,instance_326995662958_22383,1,18,500,7,180,MISC,2,86,94,,,
google_156608144955,424,instance_156608144955_277,1,14,500,7,90,MISC,2,636,28,,,
google_382938982043,440,instance_382938982043_1457,1,6,500,7,180,MISC,1,113,48,,,
google_2399970501,1047,instance_2399970501_7353,1,9,500,7,100,MISC,2,200,22,,,
google_122697038507,835,instance_122697038507_5012,1,15,500,7,80,MISC,0,20,13,,,
google_116646838687,983,instance_116646838687_17,1,18,500,8,160,MISC,1,143,19,,,
google_261356905709,1063,instance_261356905709_2400,1,13,500,7,160,MISC,2,297,12,,,
google_736854675452,83,instance_736854675452_2153,1,12,500,7,100,MISC,2,161,10,,,
google_260725669813,10,instance_260725669813_176,1,10,500,7,110,MISC,1,275,22,,,
google_156922393102,433,instance_156922393102_20,1,11,1600,15,200,MISC,1,128,19,,,
google_236368116431,966,instance_236368116431_697,1,10,500,7,130,MISC,1,154,53,,,
google_222220476776,437,instance_222220476776_2445,1,5,600,7,90,MISC,3,360,81,,,
google_368871246342,1110,instance_368871246342_5680,1,5,500,7,200,MISC,1,194,54,,,
google_25911627449,225,instance_25911627449_1565,1,13,500,7,150,MISC,2,505,64,,,
google_2086377432,278,instance_2086377432_239,1,11,600,9,40,MISC,4,438,13,,,
google_93247928673,427,instance_93247928673_2619,1,8,500,7,150,MISC,2,456,7,,,
google_236368116431,966,instance_236368116431_44413,1,18,500,7,80,MISC,3,155,53,,,
google_2399970864,489,instance_2399970864_3451,1,8,500,8,50,MISC,0,110,22,,,
google_357676537228,547,instance_357676537228_100,1,14,600,7,110,MISC,3,451,22,,,
google_234148743027,563,instance_234148743027_408,1,16,700,7,160,MISC,6,1649,84,,,
google_784488673642,576,instance_784488673642_9228,1,17,500,8,120,MISC,1,185,63,,,
google_157857385389,678,instance_157857385389_2049,1,17,700,18,50,MISC,4,635,31,,,
google_294470513781,108,instance_294470513781_307,1,16,2000,17,130,MISC,2,111,20,,,
google_25911621841,672,instance_25911621841_4046,1,11,500,7,60,MISC,1,102,33,,,
google_796037227562,361,instance_796037227562_17163,1,13,500,7,40,MISC,0,80,62,,,
google_137614413984,554,instance_137614413984_3673,1,17,500,7,70,MISC,2,626,9,,,
google_116646838687,983,instance_116646838687_17,1,10,500,8,180,MISC,2,188,29,,,
google_12982001222,756,instance_12982001222_1841,1,13,500,7,70,MISC,0,90,17,,,
google_736898076766,430,instance_736898076766_832,1,7,500,7,200,MISC,1,153,18,,,
google_737254182852,524,instance_737254182852_1157,1,12,600,7,160,MISC,5,749,9,,,
google_14423004927,850,instance_14423004927_1281,1,7,500,7,180,MISC,2,287,52,,,
google_39516992187,36,instance_39516992187_2409,1,13,500,7,190,MISC,0,54,32,,,
google_294544747384,778,instance_294544747384_9146,1,10,500,7,50,MISC,1,103,31,,,
google_738062440837,475,instance_738062440837_2028,1,8,600,7,110,MISC,1,201,13,,,
google_307506159973,62,instance_307506159973_9991,1,9,500,9,200,MISC,2,71,31,,,
google_381002389916,277,instance_381002389916_435,1,14,500,7,200,MISC,2,111,79,,,
google_156922393102,433,instance_156922393102_877,1,18,1600,15,60,MISC,1,412,20,,,
google_14423004927,850,instance_14423004927_96,1,4,500,7,100,MISC,2,412,52,,,
google_384929736739,641,instance_384929736739_810,1,7,500,8,100,MISC,0,254,81,,,
google_326995662958,1066,instance_326995662958_6840,1,14,500,7,40,MISC,1,59,75,,,
google_36195151947,286,instance_36195151947_3830,1,12,500,7,200,MISC,3,347,48,,,
google_157857385389,678,instance_157857385389_2675,1,9,600,18,90,MISC,1,76,66,,,
google_798583577301,505,instance_798583577301_2555,1,13,500,7,130,MISC,3,198,95,,,
google_383174347137,464,instance_383174347137_1083,1,17,500,7,50,MISC,0,103,38,,,
google_39516992187,36,instance_39516992187_6562,1,8,500,7,130,MISC,2,453,85,,,
google_260725669813,10,instance_260725669813_950,1,11,500,7,160,MISC,3,178,20,,,
google_796037227562,361,instance_796037227562_42932,1,4,500,7,50,MISC,0,34,92,,,
google_235153428057,794,instance_235153428057_631,1,20,600,9,70,MISC,2,70,55,,,
